epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,52124.4,0.48968,0.29627,0.85884,0.88793,0.71272,0.76042,0.61407,0.87024,1.15344,0.65257,0.000206005,0.000206005,0.000206005
116,52537.5,0.49988,0.30444,0.85242,0.89935,0.78499,0.82578,0.67359,0.86687,1.18468,0.6503,0.000195978,0.000195978,0.000195978
117,52944.9,0.49921,0.29711,0.85812,0.86453,0.71534,0.7464,0.60736,0.87054,1.20744,0.65116,0.000186181,0.000186181,0.000186181
118,53405,0.49016,0.29224,0.8517,0.92236,0.70134,0.76869,0.6299,0.86333,1.12453,0.64905,0.000176619,0.000176619,0.000176619
119,53868.4,0.46865,0.27343,0.84065,0.931,0.79815,0.85105,0.69315,0.87218,1.14325,0.65276,0.000167296,0.000167296,0.000167296
120,54321.2,0.46412,0.27872,0.8429,0.90885,0.75664,0.80778,0.66169,0.86726,1.14115,0.65107,0.000158216,0.000158216,0.000158216
121,54796.7,0.48016,0.28656,0.85182,0.89927,0.79771,0.83515,0.68345,0.86357,1.12502,0.64961,0.000149383,0.000149383,0.000149383
122,55206.9,0.47354,0.28253,0.85042,0.89859,0.78085,0.82125,0.67143,0.86075,1.14067,0.64972,0.000140801,0.000140801,0.000140801
123,55632.7,0.46868,0.27554,0.84232,0.89894,0.78294,0.82852,0.67507,0.86142,1.12899,0.65053,0.000132474,0.000132474,0.000132474
124,56024.9,0.47,0.28579,0.84593,0.89335,0.81547,0.86133,0.7047,0.8605,1.0951,0.65092,0.000124405,0.000124405,0.000124405
125,56445.2,0.46435,0.28328,0.85131,0.91285,0.80152,0.85147,0.69611,0.85711,1.08475,0.64882,0.000116599,0.000116599,0.000116599
126,56822.9,0.48043,0.29323,0.84576,0.90812,0.78218,0.83299,0.68122,0.86447,1.09577,0.65041,0.000109058,0.000109058,0.000109058
127,57246.4,0.45529,0.28156,0.8383,0.92264,0.72714,0.79026,0.64017,0.86666,1.07048,0.65229,0.000101785,0.000101785,0.000101785
128,57618.1,0.46879,0.29265,0.84578,0.9353,0.77952,0.8405,0.68374,0.85291,1.00396,0.65021,9.47845e-05,9.47845e-05,9.47845e-05
129,58042.3,0.47095,0.28612,0.85194,0.94205,0.79662,0.85623,0.69651,0.85502,1.01871,0.65003,8.80588e-05,8.80588e-05,8.80588e-05
130,58430,0.46933,0.28543,0.84946,0.91227,0.79056,0.83521,0.6819,0.85492,1.03861,0.65144,8.16111e-05,8.16111e-05,8.16111e-05
131,58833.7,0.46541,0.28219,0.85097,0.91312,0.80904,0.85725,0.70253,0.86007,1.0478,0.65221,7.54441e-05,7.54441e-05,7.54441e-05
132,59250.6,0.46067,0.28023,0.85473,0.90224,0.85139,0.89,0.71969,0.85982,1.04633,0.6511,6.95605e-05,6.95605e-05,6.95605e-05
133,59730.5,0.45953,0.27779,0.84098,0.92119,0.81458,0.86262,0.70297,0.86098,1.04952,0.65193,6.3963e-05,6.3963e-05,6.3963e-05
134,60103.3,0.46199,0.27324,0.84591,0.90984,0.82867,0.87369,0.71204,0.85974,1.05866,0.65163,5.86539e-05,5.86539e-05,5.86539e-05
135,60511.2,0.46016,0.28273,0.84388,0.94165,0.80728,0.87051,0.70554,0.85799,1.04637,0.65129,5.36357e-05,5.36357e-05,5.36357e-05
136,60887,0.45613,0.27092,0.84605,0.94057,0.80101,0.86095,0.69913,0.86102,1.04433,0.65254,4.89104e-05,4.89104e-05,4.89104e-05
137,61321.1,0.45233,0.27311,0.84735,0.93978,0.81366,0.87288,0.70816,0.86431,1.05862,0.653,4.44803e-05,4.44803e-05,4.44803e-05
138,61718.9,0.44516,0.26758,0.8408,0.9419,0.80101,0.8622,0.69984,0.86456,1.06544,0.65317,4.03471e-05,4.03471e-05,4.03471e-05
139,62094.4,0.45868,0.2801,0.8449,0.94249,0.82646,0.88847,0.72077,0.86418,1.06394,0.65285,3.65129e-05,3.65129e-05,3.65129e-05
140,62496.2,0.44829,0.26265,0.8448,0.91043,0.81552,0.85368,0.69257,0.86051,1.04978,0.65174,3.29791e-05,3.29791e-05,3.29791e-05
141,62840.3,0.40256,0.23631,0.81518,0.90797,0.82247,0.85658,0.69887,0.86905,1.07708,0.65358,2.97474e-05,2.97474e-05,2.97474e-05
142,63234.2,0.39438,0.23437,0.81528,0.90454,0.81655,0.84905,0.68768,0.87287,1.08351,0.65508,2.68192e-05,2.68192e-05,2.68192e-05
